id,amount,banco_dest,response_action,creation_date,Columna1,dia,hora
APP-18-286,800000,Banco Estado,SI,15-03-2021 15:30,2,1,15
APP-18-290,150000,Banco Santander Chile,SI,15-03-2021 16:50,2,1,16
APP-18-291,100000,Banco de cr?dito e inversiones (BCI),SI,15-03-2021 16:50,2,1,16
APP-18-295,124000,Banco Estado,SI,15-03-2021 17:20,2,1,17
APP-18-310,100000,Banco de cr?dito e inversiones (BCI),NO,15-03-2021 22:40,2,1,22
APP-18-317,100000,Banco de cr?dito e inversiones (BCI),SI,16-03-2021 0:40,3,2,0
APP-18-323,100000,Banco Santander Chile,SI,16-03-2021 9:10,3,2,9
APP-18-324,180000,Banco Santander Chile,SI,16-03-2021 10:31,3,2,10
APP-18-327,100000,Banco de cr?dito e inversiones (BCI),SI,16-03-2021 11:40,3,2,11
APP-18-333,267600,Banco Santander Chile,SI,16-03-2021 14:30,3,2,14
APP-18-339,101000,Banco Santander Chile,SI,16-03-2021 16:20,3,2,16
APP-18-341,220000,Banco Santander Chile,SI,16-03-2021 17:10,3,2,17
APP-18-342,100000,Banco Estado,SI,16-03-2021 17:10,3,2,17
APP-18-348,100000,Banco de cr?dito e inversiones (BCI),SI,17-03-2021 0:10,4,3,0
APP-18-350,102000,Banco Santander Chile,SI,17-03-2021 3:20,4,3,3
APP-18-351,100000,Banco de cr?dito e inversiones (BCI),SI,17-03-2021 10:02,4,3,10
APP-18-370,142000,Banco Santander Chile,SI,17-03-2021 19:10,4,3,19
APP-18-375,100000,Banco de cr?dito e inversiones (BCI),SI,17-03-2021 22:20,4,3,22
APP-18-377,200000,Banco Santander Chile,SI,17-03-2021 22:30,4,3,22
APP-18-379,324000,Banco Santander Chile,SI,17-03-2021 23:20,4,3,23
APP-18-387,120000,Banco Santander Chile,SI,18-03-2021 0:30,5,4,0
APP-18-388,100000,Banco Estado,SI,18-03-2021 1:10,5,4,1
APP-18-396,150000,Banco Santander Chile,SI,18-03-2021 11:01,5,4,11
APP-18-398,100000,Banco Estado,SI,18-03-2021 11:50,5,4,11
APP-18-410,100000,Tempo Prepago,NO,18-03-2021 15:01,5,4,15
APP-18-412,100000,Tempo Prepago,NO,18-03-2021 16:01,5,4,16
APP-18-419,100000,Banco Estado,SI,18-03-2021 20:02,5,4,20
APP-18-423,150000,Banco Santander Chile,SI,18-03-2021 22:10,5,4,22
APP-18-428,200000,Banco de cr?dito e inversiones (BCI),SI,19-03-2021 0:20,6,5,0
APP-18-430,200000,Banco Santander Chile,SI,19-03-2021 1:20,6,5,1
APP-18-431,270000,Banco Santander Chile,SI,19-03-2021 5:40,6,5,5
APP-18-433,120000,Banco Santander Chile,SI,19-03-2021 8:20,6,5,8
APP-18-443,100000,Banco de cr?dito e inversiones (BCI),SI,19-03-2021 12:50,6,5,12
APP-18-445,100000,Tempo Prepago,NO,19-03-2021 13:21,6,5,13
APP-18-448,200000,Banco Santander Chile,SI,19-03-2021 14:40,6,5,14
APP-18-455,100000,Banco Santander Chile,SI,19-03-2021 17:01,6,5,17
APP-18-461,3000000,Banco Santander Chile,SI,19-03-2021 18:20,6,5,18
APP-18-462,140000,Banco Santander Chile,SI,19-03-2021 18:31,6,5,18
APP-18-466,100000,Banco Ripley,SI,19-03-2021 21:10,6,5,21
APP-18-468,100000,Banco de cr?dito e inversiones (BCI),SI,19-03-2021 22:20,6,5,22
APP-18-470,100000,Banco de cr?dito e inversiones (BCI),NO,20-03-2021 0:20,7,6,0
APP-18-481,850000,Banco Santander Chile,SI,20-03-2021 10:30,7,6,10
APP-18-496,100000,Tempo Prepago,NO,20-03-2021 14:20,7,6,14
APP-18-499,200000,Banco Santander Chile,NO,20-03-2021 15:02,7,6,15
APP-18-513,100000,Banco de cr?dito e inversiones (BCI),SI,20-03-2021 22:40,7,6,22
APP-18-514,250000,Banco de cr?dito e inversiones (BCI),SI,20-03-2021 22:50,7,6,22
APP-18-515,100000,Banco de cr?dito e inversiones (BCI),SI,21-03-2021 0:10,1,0,0
APP-18-523,100000,Banco de cr?dito e inversiones (BCI),SI,21-03-2021 13:30,1,0,13
APP-18-524,100000,Banco de cr?dito e inversiones (BCI),SI,21-03-2021 13:50,1,0,13
APP-18-528,142890,Banco Santander Chile,SI,21-03-2021 15:40,1,0,15
APP-18-530,200000,Banco de cr?dito e inversiones (BCI),SI,21-03-2021 16:20,1,0,16
APP-18-534,100000,Banco de cr?dito e inversiones (BCI),SI,21-03-2021 21:30,1,0,21
APP-18-544,100000,Tempo Prepago,SI,22-03-2021 10:10,2,1,10
APP-18-546,500000,Banco Santander Chile,SI,22-03-2021 10:50,2,1,10
APP-18-548,138000,Banco Santander Chile,SI,22-03-2021 11:02,2,1,11
APP-18-550,173800,Banco Santander Chile,SI,22-03-2021 11:30,2,1,11
APP-18-556,100000,Tempo Prepago,SI,22-03-2021 13:20,2,1,13
APP-18-561,100000,Banco de cr?dito e inversiones (BCI),SI,22-03-2021 16:20,2,1,16
APP-18-570,505000,Banco Santander Chile,SI,22-03-2021 20:40,2,1,20
APP-18-573,100000,Banco de cr?dito e inversiones (BCI),SI,22-03-2021 21:20,2,1,21
APP-18-576,140000,Banco Santander Chile,SI,22-03-2021 21:50,2,1,21
APP-18-583,120000,Banco Santander Chile,SI,22-03-2021 23:20,2,1,23
APP-18-586,656000,Banco Santander Chile,SI,23-03-2021 0:50,3,2,0
APP-18-590,160000,Banco Estado,SI,23-03-2021 6:10,3,2,6
APP-18-591,160000,Banco Santander Chile,SI,23-03-2021 6:50,3,2,6
APP-18-594,100000,Banco de cr?dito e inversiones (BCI),SI,23-03-2021 10:31,3,2,10
APP-18-595,1000000,Banco Santander Chile,SI,23-03-2021 11:40,3,2,11
APP-18-598,100000,Banco Ripley,SI,23-03-2021 12:20,3,2,12
APP-18-600,100000,Banco Santander Chile,SI,23-03-2021 12:31,3,2,12
APP-18-603,460000,Banco Santander Chile,SI,23-03-2021 14:10,3,2,14
APP-18-606,100000,Banco de cr?dito e inversiones (BCI),SI,23-03-2021 15:50,3,2,15
APP-18-609,200000,Banco de cr?dito e inversiones (BCI),SI,23-03-2021 16:20,3,2,16
APP-18-620,108050,Banco Santander Chile,NO,23-03-2021 20:30,3,2,20
APP-18-623,210000,Banco Santander Chile,SI,23-03-2021 21:10,3,2,21
APP-18-626,630000,Banco Estado,SI,23-03-2021 21:30,3,2,21
APP-18-628,250000,Banco Santander Chile,SI,23-03-2021 21:50,3,2,21
APP-18-629,100000,Banco Ripley,SI,23-03-2021 21:50,3,2,21
APP-18-632,100000,Banco de cr?dito e inversiones (BCI),SI,23-03-2021 22:10,3,2,22
APP-18-641,100000,Banco Santander Chile,SI,24-03-2021 2:40,4,3,2
APP-18-644,100000,Banco Ripley,SI,24-03-2021 7:50,4,3,7
APP-18-645,100000,Banco de cr?dito e inversiones (BCI),SI,24-03-2021 8:40,4,3,8
APP-18-656,100000,Banco Santander Chile,SI,24-03-2021 12:01,4,3,12
APP-18-660,193000,Banco Santander Chile,SI,24-03-2021 12:10,4,3,12
APP-18-665,226000,Banco Santander Chile,SI,24-03-2021 12:50,4,3,12
APP-18-670,190000,Banco Santander Chile,SI,24-03-2021 14:10,4,3,14
APP-18-671,100000,Banco Santander Chile,SI,24-03-2021 14:30,4,3,14
APP-18-680,100000,Banco Santander Chile,SI,24-03-2021 17:30,4,3,17
APP-18-689,291000,Banco Santander Chile,SI,24-03-2021 21:01,4,3,21
APP-18-690,194000,Banco Santander Chile,SI,24-03-2021 21:40,4,3,21
APP-18-702,394000,Banco Santander Chile,SI,25-03-2021 9:01,5,4,9
APP-18-704,300000,Banco Santander Chile,SI,25-03-2021 9:40,5,4,9
APP-18-708,101550,Banco Santander Chile,SI,25-03-2021 11:30,5,4,11
APP-18-710,100000,Tempo Prepago,NO,25-03-2021 12:11,5,4,12
APP-18-716,110000,Banco Santander Chile,SI,25-03-2021 12:51,5,4,12
APP-18-719,133000,Banco Santander Chile,SI,25-03-2021 14:03,5,4,14
APP-18-722,230000,Banco de cr?dito e inversiones (BCI),SI,25-03-2021 15:11,5,4,15
APP-18-735,200000,Banco Santander Chile,SI,25-03-2021 18:50,5,4,18
APP-18-749,100000,Banco Santander Chile,SI,25-03-2021 22:21,5,4,22
APP-18-756,100000,Banco Santander Chile,SI,25-03-2021 23:20,5,4,23
APP-18-767,100000,Banco de cr?dito e inversiones (BCI),SI,26-03-2021 7:10,6,5,7
APP-18-773,1000000,Banco Santander Chile,SI,26-03-2021 10:50,6,5,10
APP-18-774,290000,Banco Santander Chile,SI,26-03-2021 11:01,6,5,11
APP-18-791,100000,Banco Santander Chile,SI,26-03-2021 17:50,6,5,17
APP-18-792,100000,Tempo Prepago,SI,26-03-2021 18:10,6,5,18
APP-18-798,300000,Banco Santander Chile,SI,26-03-2021 21:20,6,5,21
APP-18-799,100000,Banco de cr?dito e inversiones (BCI),SI,26-03-2021 22:10,6,5,22
APP-18-800,100000,Banco Santander Chile,SI,26-03-2021 22:30,6,5,22
APP-18-822,100000,Banco de cr?dito e inversiones (BCI),SI,27-03-2021 19:50,7,6,19
APP-18-829,500000,Banco Santander Chile,SI,27-03-2021 21:30,7,6,21
APP-18-834,180000,Banco Estado,SI,27-03-2021 23:50,7,6,23
APP-18-835,100000,Banco de cr?dito e inversiones (BCI),SI,28-03-2021 0:40,1,0,0
APP-18-843,500000,Banco Santander Chile,SI,28-03-2021 13:40,1,0,13
APP-18-846,236500,Banco Santander Chile,SI,28-03-2021 15:40,1,0,15
APP-18-849,100000,Banco de cr?dito e inversiones (BCI),SI,28-03-2021 16:50,1,0,16
APP-18-852,100000,Banco de cr?dito e inversiones (BCI),SI,28-03-2021 19:20,1,0,19
APP-18-853,5000000,Banco Santander Chile,SI,28-03-2021 19:20,1,0,19
APP-18-858,170000,Banco de cr?dito e inversiones (BCI),SI,28-03-2021 20:50,1,0,20
APP-18-871,183000,Banco Santander Chile,SI,29-03-2021 12:10,2,1,12
APP-18-874,100000,Banco Santander Chile,SI,29-03-2021 12:31,2,1,12
APP-18-875,100000,Tempo Prepago,SI,29-03-2021 12:50,2,1,12
APP-18-878,120000,Banco Santander Chile,SI,29-03-2021 14:20,2,1,14
APP-18-881,280000,Banco Santander Chile,SI,29-03-2021 15:10,2,1,15
APP-18-883,100000,Banco Santander Chile,SI,29-03-2021 16:40,2,1,16
APP-18-885,214000,Banco Santander Chile,SI,29-03-2021 17:31,2,1,17
APP-18-888,100000,Banco de cr?dito e inversiones (BCI),NO,29-03-2021 18:40,2,1,18
APP-18-893,200000,Banco Santander Chile,SI,29-03-2021 20:02,2,1,20
APP-18-896,100000,Banco de cr?dito e inversiones (BCI),SI,29-03-2021 21:30,2,1,21
APP-18-897,200000,Banco Santander Chile,SI,29-03-2021 22:20,2,1,22
APP-18-907,100000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 5:50,3,2,5
APP-18-921,100000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 13:20,3,2,13
APP-18-928,100000,Tempo Prepago,SI,30-03-2021 16:40,3,2,16
APP-18-929,100000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 17:00,3,2,17
APP-18-933,200000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 19:10,3,2,19
APP-18-934,140000,Banco Santander Chile,SI,30-03-2021 19:20,3,2,19
APP-18-939,100000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 20:30,3,2,20
APP-18-941,100000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 21:00,3,2,21
APP-18-942,250000,Banco Santander Chile,SI,30-03-2021 21:10,3,2,21
APP-18-950,100000,Banco de cr?dito e inversiones (BCI),SI,30-03-2021 23:40,3,2,23
APP-18-953,100000,Banco de cr?dito e inversiones (BCI),NO,31-03-2021 0:10,4,3,0
APP-18-954,100000,Banco Estado,SI,31-03-2021 0:40,4,3,0
APP-18-955,472550,Banco Santander Chile,SI,31-03-2021 1:00,4,3,1
APP-18-971,160000,Banco Santander Chile,SI,31-03-2021 12:10,4,3,12
APP-18-972,100000,Banco Santander Chile,SI,31-03-2021 13:30,4,3,13
APP-18-974,100000,Banco de cr?dito e inversiones (BCI),SI,31-03-2021 13:50,4,3,13
APP-18-975,100000,Banco Santander Chile,SI,31-03-2021 14:00,4,3,14
APP-18-980,100000,Banco Santander Chile,SI,31-03-2021 16:20,4,3,16
APP-18-987,100000,Tempo Prepago,SI,31-03-2021 17:40,4,3,17
APP-18-990,690000,Banco Santander Chile,SI,31-03-2021 17:50,4,3,17
APP-18-999,192000,Banco Estado,SI,31-03-2021 20:40,4,3,20
APP-18-1004,315600,Banco Santander Chile,SI,31-03-2021 22:50,4,3,22
APP-18-1020,500000,Banco Santander Chile,SI,01-04-2021 12:30,5,4,12
APP-18-1024,100000,Banco Estado,SI,01-04-2021 13:40,5,4,13
APP-18-1026,100000,Banco de cr?dito e inversiones (BCI),NO,01-04-2021 14:10,5,4,14
APP-18-1029,100000,Banco de cr?dito e inversiones (BCI),NO,01-04-2021 15:00,5,4,15
APP-18-1031,148888,Banco Santander Chile,SI,01-04-2021 15:20,5,4,15
APP-18-1033,193000,Banco Santander Chile,SI,01-04-2021 15:31,5,4,15
APP-18-1036,200000,Banco Santander Chile,SI,01-04-2021 16:01,5,4,16
APP-18-1048,100000,Banco Santander Chile,SI,01-04-2021 19:40,5,4,19
APP-18-1057,167000,Banco Santander Chile,SI,01-04-2021 21:40,5,4,21
APP-18-1059,100000,Banco de cr?dito e inversiones (BCI),SI,01-04-2021 22:40,5,4,22
APP-18-1066,150000,Banco Santander Chile,SI,02-04-2021 8:20,6,5,8
APP-18-1068,159000,Banco Estado,SI,02-04-2021 9:30,6,5,9
APP-18-1069,100000,Banco de cr?dito e inversiones (BCI),NO,02-04-2021 10:30,6,5,10
APP-18-1077,118000,Banco Santander Chile,SI,02-04-2021 12:20,6,5,12
APP-18-1079,100000,Banco de cr?dito e inversiones (BCI),SI,02-04-2021 12:20,6,5,12
APP-18-1085,270000,Banco Santander Chile,SI,02-04-2021 14:10,6,5,14
APP-18-1086,100000,Banco de cr?dito e inversiones (BCI),NO,02-04-2021 14:20,6,5,14
APP-18-1093,100000,Banco de cr?dito e inversiones (BCI),SI,02-04-2021 15:40,6,5,15
APP-18-1109,100000,Banco de cr?dito e inversiones (BCI),SI,02-04-2021 22:10,6,5,22
APP-18-1110,232000,Banco Santander Chile,SI,02-04-2021 22:20,6,5,22
APP-18-1113,148680,Banco Santander Chile,SI,02-04-2021 23:00,6,5,23
APP-18-1115,500000,Banco Estado,SI,02-04-2021 23:30,6,5,23
APP-18-1121,100000,Banco de cr?dito e inversiones (BCI),SI,03-04-2021 1:10,7,6,1
APP-18-1129,129800,Banco Santander Chile,SI,03-04-2021 11:20,7,6,11
APP-18-1139,1000000,Banco Santander Chile,SI,03-04-2021 14:20,7,6,14
APP-18-1140,100000,Banco de cr?dito e inversiones (BCI),SI,03-04-2021 14:30,7,6,14
APP-18-1144,200000,Banco Santander Chile,SI,03-04-2021 15:00,7,6,15
APP-18-1146,100000,Banco Ripley,SI,03-04-2021 15:20,7,6,15
APP-18-1148,100000,Banco Santander Chile,SI,03-04-2021 15:20,7,6,15
APP-18-1149,330000,Banco Santander Chile,SI,03-04-2021 15:40,7,6,15
APP-18-1151,100000,Banco de cr?dito e inversiones (BCI),SI,03-04-2021 15:50,7,6,15
APP-18-1153,100000,Banco de cr?dito e inversiones (BCI),SI,03-04-2021 16:30,7,6,16
APP-18-1155,100000,Banco Santander Chile,SI,03-04-2021 16:40,7,6,16
APP-18-1164,380000,Banco Santander Chile,SI,04-04-2021 12:00,1,0,12
APP-18-1167,100000,Banco Santander Chile,SI,04-04-2021 13:00,1,0,13
APP-18-1168,270000,Banco Santander Chile,SI,04-04-2021 13:30,1,0,13
APP-18-1170,100000,Banco de cr?dito e inversiones (BCI),SI,04-04-2021 13:40,1,0,13
APP-18-1182,100000,Banco Santander Chile,SI,04-04-2021 19:50,1,0,19
APP-18-1183,100000,Banco Santander Chile,SI,04-04-2021 20:00,1,0,20
APP-18-1187,174000,Banco Santander Chile,SI,05-04-2021 8:50,2,1,8
APP-18-1190,100000,Banco Estado,SI,05-04-2021 10:40,2,1,10
APP-18-1192,250000,Banco Santander Chile,SI,05-04-2021 12:01,2,1,12
APP-18-1193,100000,Banco de cr?dito e inversiones (BCI),NO,05-04-2021 12:40,2,1,12
APP-18-1194,150000,Banco Santander Chile,SI,05-04-2021 12:50,2,1,12
APP-18-1196,100000,Banco de cr?dito e inversiones (BCI),SI,05-04-2021 13:20,2,1,13
APP-18-1197,100000,Tempo Prepago,NO,05-04-2021 13:30,2,1,13
APP-18-1199,135936,Banco Santander Chile,SI,05-04-2021 14:30,2,1,14
APP-18-1209,100000,Banco Santander Chile,SI,05-04-2021 17:01,2,1,17
APP-18-1210,100000,Tempo Prepago,NO,05-04-2021 17:01,2,1,17
APP-18-1212,100000,Banco Estado,SI,05-04-2021 18:20,2,1,18
APP-18-1216,100000,Banco de cr?dito e inversiones (BCI),NO,05-04-2021 20:20,2,1,20
APP-18-1217,148650,Banco Santander Chile,SI,05-04-2021 20:20,2,1,20
APP-18-1222,158000,Banco Santander Chile,SI,05-04-2021 21:40,2,1,21
APP-18-1228,750000,Banco Santander Chile,SI,05-04-2021 23:01,2,1,23
APP-18-1231,100000,Banco Santander Chile,SI,05-04-2021 23:40,2,1,23
APP-18-1236,200000,Banco Santander Chile,SI,06-04-2021 7:50,3,2,7
APP-18-1237,150000,Banco Santander Chile,SI,06-04-2021 8:00,3,2,8
APP-18-1241,303000,Banco Santander Chile,SI,06-04-2021 9:50,3,2,9
APP-18-1242,176328,Banco Santander Chile,SI,06-04-2021 10:01,3,2,10
APP-18-1252,2000000,Banco Santander Chile,SI,06-04-2021 13:20,3,2,13
APP-18-1258,100000,Banco de cr?dito e inversiones (BCI),NO,06-04-2021 14:20,3,2,14
APP-18-1264,100000,Banco Santander Chile,SI,06-04-2021 17:01,3,2,17
APP-18-1266,100000,Banco Santander Chile,SI,06-04-2021 18:10,3,2,18
APP-18-1276,390000,Banco Santander Chile,SI,06-04-2021 19:40,3,2,19
APP-18-1277,100000,Banco de cr?dito e inversiones (BCI),SI,06-04-2021 19:50,3,2,19
APP-18-1284,100000,Banco Estado,SI,06-04-2021 22:00,3,2,22
APP-18-1286,150000,Banco Santander Chile,SI,06-04-2021 23:20,3,2,23
APP-18-1288,400000,Banco Santander Chile,NO,07-04-2021 0:30,4,3,0
APP-18-1290,300000,Banco Santander Chile,SI,07-04-2021 8:01,4,3,8
APP-18-1291,400000,Banco Estado,SI,07-04-2021 9:01,4,3,9
APP-18-1302,100000,Banco Santander Chile,SI,07-04-2021 13:40,4,3,13
APP-18-1304,100000,Banco de cr?dito e inversiones (BCI),NO,07-04-2021 14:01,4,3,14
APP-18-1310,250000,Banco Santander Chile,SI,07-04-2021 16:31,4,3,16
APP-18-1311,200000,Banco Santander Chile,SI,07-04-2021 16:40,4,3,16
APP-18-1314,300000,Banco Santander Chile,SI,07-04-2021 17:40,4,3,17
APP-18-1316,100000,Banco de cr?dito e inversiones (BCI),SI,07-04-2021 19:20,4,3,19
APP-18-1320,100000,Banco de cr?dito e inversiones (BCI),NO,07-04-2021 20:30,4,3,20
APP-18-1323,100000,Banco de cr?dito e inversiones (BCI),SI,07-04-2021 22:40,4,3,22
APP-18-1326,100000,Banco Santander Chile,SI,08-04-2021 0:10,5,4,0
APP-18-1329,100000,Banco de cr?dito e inversiones (BCI),NO,08-04-2021 10:10,5,4,10
APP-18-1338,105000,Banco Santander Chile,SI,08-04-2021 13:50,5,4,13
APP-18-1350,100000,Banco de cr?dito e inversiones (BCI),SI,08-04-2021 18:01,5,4,18
APP-18-1355,970000,Banco Santander Chile,SI,08-04-2021 21:20,5,4,21
APP-18-1370,360000,Banco Estado,SI,09-04-2021 8:10,6,5,8
APP-18-1379,200000,Banco Santander Chile,SI,09-04-2021 11:20,6,5,11
APP-18-1381,100000,Banco Santander Chile,SI,09-04-2021 12:30,6,5,12
APP-18-1382,380572,Banco Santander Chile,SI,09-04-2021 13:10,6,5,13
APP-18-1386,100000,Banco de cr?dito e inversiones (BCI),NO,09-04-2021 14:50,6,5,14
APP-18-1398,250000,Banco Santander Chile,SI,09-04-2021 19:00,6,5,19
APP-18-1399,100000,Banco Ripley,SI,09-04-2021 20:00,6,5,20
APP-18-1401,126500,Banco Santander Chile,SI,09-04-2021 20:40,6,5,20
APP-18-1404,120000,Banco Estado,SI,09-04-2021 21:30,6,5,21
APP-18-1405,100000,Banco Santander Chile,SI,09-04-2021 21:50,6,5,21
APP-18-1413,262970,Banco Santander Chile,SI,10-04-2021 11:10,7,6,11
APP-18-1417,200000,Banco Santander Chile,SI,10-04-2021 12:50,7,6,12
APP-18-1418,100000,Tempo Prepago,SI,10-04-2021 13:10,7,6,13
APP-18-1421,100000,Banco Santander Chile,NO,10-04-2021 13:50,7,6,13
APP-18-1433,100000,Banco Santander Chile,SI,10-04-2021 20:10,7,6,20
APP-18-1444,100000,Banco Estado,SI,11-04-2021 12:00,1,0,12
APP-18-1447,100000,Banco Santander Chile,SI,11-04-2021 13:50,1,0,13
APP-18-1448,200000,Banco Santander Chile,SI,11-04-2021 14:01,1,0,14
APP-18-1450,100000,Banco Santander Chile,SI,11-04-2021 15:20,1,0,15
APP-18-1456,100000,Banco Santander Chile,SI,11-04-2021 23:50,1,0,23
APP-18-1461,200000,Banco Estado,SI,12-04-2021 8:40,2,1,8
APP-18-1485,100000,Banco Santander Chile,SI,12-04-2021 22:30,2,1,22
APP-18-1486,3550000,Banco Santander Chile,SI,12-04-2021 22:50,2,1,22
APP-18-1493,100000,Banco de cr?dito e inversiones (BCI),SI,13-04-2021 1:00,3,2,1
APP-18-1497,157862,Banco Estado,SI,13-04-2021 8:10,3,2,8
APP-18-1503,500000,Banco Santander Chile,SI,13-04-2021 11:30,3,2,11
APP-18-1511,100000,Banco de cr?dito e inversiones (BCI),SI,13-04-2021 13:50,3,2,13
APP-18-1512,100000,Banco Santander Chile,SI,13-04-2021 14:10,3,2,14
APP-18-1519,100000,Tempo Prepago,NO,13-04-2021 18:20,3,2,18
APP-18-1523,269000,Banco Santander Chile,SI,13-04-2021 21:00,3,2,21
APP-18-1526,200000,Banco de cr?dito e inversiones (BCI),SI,13-04-2021 22:10,3,2,22
APP-18-1528,100000,Banco de cr?dito e inversiones (BCI),SI,13-04-2021 22:40,3,2,22
APP-18-1529,100000,Banco de cr?dito e inversiones (BCI),SI,13-04-2021 22:50,3,2,22
APP-18-1541,100000,Banco de cr?dito e inversiones (BCI),SI,14-04-2021 9:40,4,3,9
APP-18-1542,260785,Banco Santander Chile,SI,14-04-2021 10:00,4,3,10
APP-18-1543,100000,Banco Estado,SI,14-04-2021 10:10,4,3,10
APP-18-1546,105000,Banco Santander Chile,SI,14-04-2021 11:20,4,3,11
APP-18-1553,100000,Banco Estado,SI,14-04-2021 14:40,4,3,14
APP-18-1556,100000,Banco Estado,SI,14-04-2021 14:40,4,3,14
APP-18-1557,100000,Banco Estado,SI,14-04-2021 14:40,4,3,14
APP-18-1559,100000,Banco Estado,SI,14-04-2021 14:40,4,3,14
APP-18-1562,100000,Banco Estado,SI,14-04-2021 14:40,4,3,14
APP-18-1564,100000,Banco Estado,SI,14-04-2021 14:41,4,3,14
APP-18-1567,100000,Banco Estado,SI,14-04-2021 14:41,4,3,14
APP-18-1568,100000,Banco Estado,SI,14-04-2021 14:41,4,3,14
APP-18-1569,100000,Banco Estado,SI,14-04-2021 14:41,4,3,14
APP-18-1570,100000,Banco Estado,SI,14-04-2021 14:41,4,3,14
APP-18-1578,100000,Banco Estado,NO,14-04-2021 14:50,4,3,14
APP-18-1580,100000,Banco Estado,SI,14-04-2021 14:51,4,3,14
APP-18-1584,100000,Banco Estado,SI,14-04-2021 14:51,4,3,14
APP-18-1586,100000,Banco Estado,SI,14-04-2021 14:51,4,3,14
APP-18-1588,100000,Banco Estado,SI,14-04-2021 14:51,4,3,14
APP-18-1590,100000,Banco Estado,SI,14-04-2021 15:01,4,3,15
APP-18-1593,100000,Banco Estado,SI,14-04-2021 15:01,4,3,15
APP-18-1608,100000,Banco Estado,SI,14-04-2021 15:10,4,3,15
APP-18-1611,100000,Banco Estado,SI,14-04-2021 15:10,4,3,15
APP-18-1614,100000,Banco Estado,SI,14-04-2021 15:10,4,3,15
APP-18-1617,100000,Banco Estado,SI,14-04-2021 15:10,4,3,15
APP-18-1619,100000,Banco Estado,SI,14-04-2021 15:20,4,3,15
APP-18-1621,100000,Banco Estado,SI,14-04-2021 15:20,4,3,15
APP-18-1622,100000,Banco Estado,SI,14-04-2021 15:20,4,3,15
APP-18-1627,100000,Banco Estado,SI,14-04-2021 15:20,4,3,15
APP-18-1630,100000,Banco Estado,SI,14-04-2021 15:30,4,3,15
APP-18-1639,100000,Banco Estado,SI,14-04-2021 15:31,4,3,15
APP-18-1650,100000,Banco Estado,SI,14-04-2021 15:41,4,3,15
APP-18-1654,100000,Banco Estado,SI,14-04-2021 15:41,4,3,15
APP-18-1657,100000,Banco Estado,SI,14-04-2021 15:41,4,3,15
APP-18-1658,100000,Banco Estado,SI,14-04-2021 15:41,4,3,15
APP-18-1662,100000,Banco Estado,SI,14-04-2021 15:41,4,3,15
APP-18-1663,100000,Banco Estado,SI,14-04-2021 15:41,4,3,15
APP-18-1665,100000,Banco Estado,NO,14-04-2021 15:50,4,3,15
APP-18-1666,100000,Banco Estado,SI,14-04-2021 15:50,4,3,15
APP-18-1671,100000,Banco Estado,SI,14-04-2021 15:51,4,3,15
APP-18-1673,100000,Banco Estado,SI,14-04-2021 15:51,4,3,15
APP-18-1675,100000,Banco Estado,SI,14-04-2021 15:51,4,3,15
APP-18-1676,100000,Banco Estado,SI,14-04-2021 15:51,4,3,15
APP-18-1677,100000,Banco Estado,SI,14-04-2021 15:51,4,3,15
APP-18-1682,100000,Banco Estado,SI,14-04-2021 16:01,4,3,16
APP-18-1683,100000,Banco Estado,SI,14-04-2021 16:01,4,3,16
APP-18-1685,100000,Banco Estado,SI,14-04-2021 16:01,4,3,16
APP-18-1691,100000,Banco Estado,SI,14-04-2021 16:01,4,3,16
APP-18-1693,100000,Banco Estado,SI,14-04-2021 16:01,4,3,16
APP-18-1694,100000,Banco Estado,SI,14-04-2021 16:01,4,3,16
APP-18-1697,100000,Banco Estado,SI,14-04-2021 16:02,4,3,16
APP-18-1703,100000,Banco Estado,SI,14-04-2021 16:24,4,3,16
APP-18-1704,100000,Banco Estado,SI,14-04-2021 16:24,4,3,16
APP-18-1705,100000,Banco Estado,SI,14-04-2021 16:24,4,3,16
APP-18-1707,100000,Banco Estado,SI,14-04-2021 16:24,4,3,16
APP-18-1711,100000,Banco Estado,SI,14-04-2021 16:24,4,3,16
APP-18-1716,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1718,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1720,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1721,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1722,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1726,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1729,100000,Banco Estado,SI,14-04-2021 19:55,4,3,19
APP-18-1730,100000,Banco Estado,SI,14-04-2021 20:02,4,3,20
APP-18-1732,100000,Banco Estado,SI,14-04-2021 20:02,4,3,20
APP-18-1737,100000,Banco Estado,SI,14-04-2021 20:02,4,3,20
APP-18-1739,100000,Banco Estado,SI,14-04-2021 20:02,4,3,20
APP-18-1741,100000,Banco Estado,SI,14-04-2021 20:10,4,3,20
